	strain	accession	genbank_accession_rev	strain_original	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	reverse	clade	outbreak	lineage	coverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	is_reverse_complement	authors	institution	region_coarse
54	ON745215	ON745215	ON745215.1	INMI-Pt2	2022-05-19	Europe	Italy			Homo sapiens	2022-06-13		Giombini et al		IIb	hMPXV-1	B.1	0.9994219330760766	113.0	606.0	1.0	good	good	good	good	good		False	Giombini,E., Gruber,C.E.M., Rueca,M., Gramigna,G., VIta,S., Carletti,F., D'Abramo,A., Lapa,D., Puro,V., Fabeni,L., Butera,O., Colavita,F., Meschi,S., Matusali,G., Specchiarello,E., Vairo,F., Vaia,F., Garbuglia,A.R., Nicastri,E., Antinori,A., GIrardi,E., Maggi,F.	INMI Lazzaro Spallanzani IRCCS, Laboratory of Virology	Southern Europe
55	ON780016	ON780016	ON780016.1	INMI-Pt3	2022-05-19	Europe	Italy			Homo sapiens	2022-06-16		Rueca et al		IIb	hMPXV-1	B.1	0.9994117915510956	116.0	605.0	0.0	good	good	good	good	good		False	Rueca,M., Giombini,E., Gruber,C.E.M., Gramigna,G., Mazzotta,V., Carletti,F., Lapa,D., Pittalis,S., Puro,V., Fabeni,L., Butera,O., Colavita,F., Meschi,S., Matusali,G., Specchiarello,E., Vairo,F., Vaia,F., Nicastri,E., Antinori,A., Girardi,E., Maggi,F.	INMI Lazzaro Spallanzani IRCCS, Laboratory of Virology	Southern Europe
56	ON780017	ON780017	ON780017.1	INMI-Pt4	2022-05-21	Europe	Italy			Homo sapiens	2022-06-16		Gramigna et al		IIb	hMPXV-1	B.1.5	0.9997920987378872	41.0	606.0	0.0	good	good	good	good	good		False	Gramigna,G., Giombini,E., Gruber,C.E.M., Rueca,M., Carletti,F., Cicalini,S., Lapa,D., Puro,V., Marani,A., Fabeni,L., Butera,O., Colavita,F., Meschi,S., Matusali,G., Rivano Capparuccia,M., Specchiarello,E., Vairo,F., Vaia,F., Nicastri,E., Antinori,A., Girardi,E., Maggi,F.	INMI Lazzaro Spallanzani IRCCS, Laboratory of Virology	Southern Europe
57	OP205084	OP205084	OP205084.1	MPXV_UK_2022_9000093	2022-05-30	Europe	United Kingdom			Homo sapiens	2022-08-11		Groves et al		IIb	hMPXV-1	B.1.7	0.998012261103702	392.0	609.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
58	ON808416	ON808416	ON808416.1	CVR_MPXV1d	2022-05-15	Europe	United Kingdom			Homo sapiens	2022-06-21		Filipe et al		IIb	hMPXV-1	B.1	0.9999949292375094	0.0	605.0	1.0	good	good	good	good	good		False	Filipe,A., Tong,L., Vattipally,S.B., Maclean,A., Gunson,R., Holden,M.T.G., Barr,D., Ho,A., Palmarini,M., Rambaut,A., Robertson,D.L., Thomson,E.C.		Western Europe
59	ON619837	ON619837	ON619837.2	MPXV_UK_2022_3	2022-05-XX	Europe	United Kingdom			Homo sapiens	2022-05-27		Groves et al		IIb	hMPXV-1	B.1	0.99598395610748	792.0	604.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Pullan,S.T., Carter,D.P., Crook,J.M., Myers,R., Vipond,R., Chand,M.	Research & Evaluation, UKHSA, UK	Western Europe
60	ON808415	ON808415	ON808415.1	CVR_MPXV1c	2022-05-15	Europe	United Kingdom			Homo sapiens	2022-06-21		Filipe et al		IIb	hMPXV-1	B.1	0.9999949292375094	0.0	604.0	1.0	good	good	good	good	good		False	Filipe,A., Tong,L., Vattipally,S.B., Maclean,A., Gunson,R., Holden,M.T.G., Barr,D., Ho,A., Palmarini,M., Rambaut,A., Robertson,D.L., Thomson,E.C.		Western Europe
61	OP205139	OP205139	OP205139.1	MPXV_UK_2022_9000090	2022-05-25	Europe	United Kingdom			Homo sapiens	2022-08-11		Groves et al		IIb	hMPXV-1	B.1	1.0	0.0	605.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
62	ON808413	ON808413	ON808413.1	CVR_MPXV1a	2022-05-15	Europe	United Kingdom			Homo sapiens	2022-06-21		Filipe et al		IIb	hMPXV-1	B.1.1	1.0	0.0	606.0	0.0	good	good	good	good	good		False	Filipe,A., Tong,L., Vattipally,S.B., Maclean,A., Gunson,R., Holden,M.T.G., Barr,D., Ho,A., Palmarini,M., Rambaut,A., Robertson,D.L., Thomson,E.C.		Western Europe
63	OP205114	OP205114	OP205114.1	MPXV_UK_2022_9000152	2022-05-16	Europe	United Kingdom			Homo sapiens	2022-08-11		Groves et al		IIb	hMPXV-1	B.1	1.0	0.0	605.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
64	ON619836	ON619836	ON619836.2	MPXV_UK_2022_2	2022-05-XX	Europe	United Kingdom			Homo sapiens	2022-05-27		Groves et al		IIb	hMPXV-1	B.1	0.9995081360384162	97.0	607.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Pullan,S.T., Carter,D.P., Crook,J.M., Myers,R., Vipond,R., Chand,M.	Research & Evaluation, UKHSA, UK	Western Europe
65	ON619838	ON619838	ON619838.2	MPXV_UK_2022_4	2022-05-XX	Europe	United Kingdom			Homo sapiens	2022-05-27		Groves et al		IIb	hMPXV-1	B.1	0.999579126713284	83.0	607.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Pullan,S.T., Carter,D.P., Crook,J.M., Myers,R., Vipond,R., Chand,M.	Research & Evaluation, UKHSA, UK	Western Europe
66	ON808417	ON808417	ON808417.1	CVR_MPXV1e	2022-05-15	Europe	United Kingdom			Homo sapiens	2022-06-21		Filipe et al		IIb	hMPXV-1	B.1	1.0	0.0	604.0	0.0	good	good	good	good	good		False	Filipe,A., Tong,L., Vattipally,S.B., Maclean,A., Gunson,R., Holden,M.T.G., Barr,D., Ho,A., Palmarini,M., Rambaut,A., Robertson,D.L., Thomson,E.C.		Western Europe
67	ON645312	ON645312	ON645312.1	MPXV_GSTT_Patient1	2022-05-11	Europe	United Kingdom			Homo sapiens	2022-06-01		Alcolea-Medina et al		IIb	hMPXV-1	B.1.3	0.9832664837811662	100.0	537.0	0.0	good	good	mediocre	bad	good	OPG021:231-243,OPG022:122-127,OPG044:149-150,OPG050:73-76,OPG054:145-440,OPG061:50-232,OPG063:66-480,OPG064:262-738,OPG075:76-109,OPG078:57-74,OPG082:363-383,OPG084:11-677,OPG085:566-592,OPG092:352-372,OPG097:267-345,OPG104:61-134,OPG105:282-1287,OPG109:117-683,OPG114:11-147,OPG117:502-786,OPG122:107-249,OPG123:571-632,OPG124:206-288,OPG125:500-552,OPG133:145-711,OPG136:878-892,OPG138:7-191,OPG145:15-493,OPG149:186-188,OPG151:3-1165,OPG154:58-111,OPG155:9-147,OPG164:228-229,OPG170:219-222,OPG173:35-75,OPG180:244-553,OPG188:437-504,OPG191:167-169,OPG193:264-268,OPG197:43-101,OPG198:230-283,OPG209:179-191	False	Alcolea-Medina,A., Charalampous,T., Snell,L.B., Batra,R., Edgeworth,J.D.	Centre for Clinical Infection & Diagnostics Research, Kings College London, St Thomas Hospital, UK	Western Europe
68	OP394229	OP394229	OP394229.1	9000220_NCPV_1703	2022-05-14	Europe	United Kingdom			Homo sapiens	2022-09-09		Burton et al		IIb	hMPXV-1	B.1	1.0	0.0	606.0	0.0	good	good	good	good	good		False	Burton,J., Easterbrook,L., Drinkwater,E., Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
69	OP205067	OP205067	OP205067.1	MPXV_UK_2022_9000061	2022-05-27	Europe	United Kingdom			Homo sapiens	2022-08-11		Groves et al		IIb	hMPXV-1	B.1.3	0.9999797169500376	0.0	608.0	4.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
70	ON808414	ON808414	ON808414.1	CVR_MPXV1b	2022-05-15	Europe	United Kingdom			Homo sapiens	2022-06-21		Filipe et al		IIb	hMPXV-1	B.1	1.0	0.0	604.0	0.0	good	good	good	good	good		False	Filipe,A., Tong,L., Vattipally,S.B., Maclean,A., Gunson,R., Holden,M.T.G., Barr,D., Ho,A., Palmarini,M., Rambaut,A., Robertson,D.L., Thomson,E.C.		Western Europe
71	OP205124	OP205124	OP205124.1	MPXV_UK_2022_9000173	2022-05-26	Europe	United Kingdom			Homo sapiens	2022-08-11		Groves et al		IIb	hMPXV-1	B.1	1.0	0.0	607.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
72	OP144215	OP144215	OP144215.2	MPXV/ITM_pt_05/Belgium/30-May-2022	2022-05-30	Europe	Belgium			Homo sapiens	2022-08-04		De Baetselier et al		IIb	hMPXV-1	B.1	0.9659143345384844	339.0	577.0	0.0	good	good	good	good	good		False	De Baetselier,I., Van Dijck,C., Kenyon,C., Coppens,J., Smet,H., de Block,T., Coppens,S., Vanroye,F., Bugert,J., Girl,P., Liesenborghs,L., Selhorst,P., Arien,K., den Bossche,D.V., Florence,E., Rezende,A.M., Vercauteren,K., Esbroeck,M.V., Bracke,S., Brosius,I., Soentjens,P.	Institute of Tropica Medicine, Department of Clinical Sciences	Western Europe
73	ON880422	ON880422	ON880422.1	MPX/UZ_REGA_6/Belgium/2022	2022-05-27	Europe	Belgium			Homo sapiens	2022-06-30		Vanmechelen et al		IIb	hMPXV-1	B.1	1.0	0.0	606.0	0.0	good	good	good	good	good		False	Vanmechelen,B., Wawina-Bokalanga,T., Logist,A.-S., Sinnesael,R., Ysebaert,L., Verlinden,J., Van Holm,B., Bloemen,M., Maes,P.		Western Europe
74	ON880420	ON880420	ON880420.1	MPX/UZ_REGA_4/Belgium/2022	2022-05-27	Europe	Belgium			Homo sapiens	2022-06-30		Vanmechelen et al		IIb	hMPXV-1	B.1	1.0	0.0	606.0	0.0	good	good	good	good	good		False	Vanmechelen,B., Wawina-Bokalanga,T., Logist,A.-S., Sinnesael,R., Ysebaert,L., Verlinden,J., Van Holm,B., Bloemen,M., Maes,P.		Western Europe
75	OP144216	OP144216	OP144216.2	MPXV/ITM_pt_07/Belgium/30-May-2022	2022-05-30	Europe	Belgium			Homo sapiens	2022-08-04		De Baetselier et al		IIb	hMPXV-1	B.1	0.966401127737578	246.0	579.0	0.0	good	good	good	good	good		False	De Baetselier,I., Van Dijck,C., Kenyon,C., Coppens,J., Smet,H., de Block,T., Coppens,S., Vanroye,F., Bugert,J., Girl,P., Liesenborghs,L., Selhorst,P., Arien,K., den Bossche,D.V., Florence,E., Rezende,A.M., Vercauteren,K., Esbroeck,M.V., Bracke,S., Brosius,I., Soentjens,P.	Institute of Tropica Medicine, Department of Clinical Sciences	Western Europe
76	ON880421	ON880421	ON880421.1	MPX/UZ_REGA_5/Belgium/2022	2022-05-27	Europe	Belgium			Homo sapiens	2022-06-30		Vanmechelen et al		IIb	hMPXV-1	B.1	0.998960493689436	0.0	606.0	0.0	good	good	good	good	good		False	Vanmechelen,B., Wawina-Bokalanga,T., Logist,A.-S., Sinnesael,R., Ysebaert,L., Verlinden,J., Van Holm,B., Bloemen,M., Maes,P.		Western Europe
77	ON622713	ON622713	ON622713.1	MPX/UZ_REGA_2/Belgium/2022	2022-05-22	Europe	Belgium			Homo sapiens	2022-05-27		Wawina-Bokalanga et al		IIb	hMPXV-1	B.1	1.0	0.0	608.0	0.0	good	good	good	good	good		False	Wawina-Bokalanga,T., Vanmechelen,B., Logist,A.-S., Sinnesael,R., Ysebaert,L., Verlinden,J., Bloemen,M., Maes,P.	Microbiology, Immunology & Transplantation, KU Leuven, Rega Institute, Belgium	Western Europe
78	ON950045	ON950045	ON950045.2	MPXV/ITM_pt_31/Belgium/27-May-2022	2022-05-27	Europe	Belgium			Homo sapiens	2022-07-08		De Baetselier et al		IIb	hMPXV-1	B.1.3	0.9655390981141836	408.0	580.0	0.0	good	good	good	good	good	OPG159:134-146	False	De Baetselier,I., Van Dijck,C., Kenyon,C., Coppens,J., Smet,H., de Block,T., Coppens,S., Vanroye,F., Bugert,J., Girl,P., Liesenborghs,L., Selhorst,P., Arien,K., Van den Bossche,D., Florence,E., Rezende,A.M., Vercauteren,K., Van Esbroeck,M.	Institute of Tropica Medicine, Department of Clinical Sciences	Western Europe
79	ON622712	ON622712	ON622712.1	MPX/UZ_REGA_1/Belgium/2022	2022-05-19	Europe	Belgium			Homo sapiens	2022-05-27		Vanmechelen et al		IIb	hMPXV-1	B.1	1.0	0.0	607.0	0.0	good	good	good	good	good		False	Vanmechelen,B., Wawina-Bokalanga,T., Logist,A.-S., Sinnesael,R., Ysebaert,L., Verlinden,J., Bloemen,M., Maes,P.	Microbiology, Immunology & Transplantation, KU Leuven, Rega Institute, Belgium	Western Europe
80	ON880419	ON880419	ON880419.1	MPX/UZ_REGA_3/Belgium/2022	2022-05-27	Europe	Belgium			Homo sapiens	2022-06-30		Wawina-Bokalanga et al		IIb	hMPXV-1	B.1	1.0	0.0	606.0	0.0	good	good	good	good	good		False	Wawina-Bokalanga,T., Vanmechelen,B., Logist,A.-S., Sinnesael,R., Ysebaert,L., Bloemen,M., Maes,P.		Western Europe
81	ON720849	ON720849	ON720849.1	MpxV/Spain/MD-HGUGM-6532064/2022	2022-05-27	Europe	Spain			Homo sapiens	2022-06-09		Buenestado-Serrano et al		IIb	hMPXV-1	B.1.8	0.99808325177857	377.0	605.0	1.0	good	good	good	bad	good	NBT03_gp052:9-130,NBT03_gp174:175-177,OPG023:386-661,OPG025:50-631,OPG027:96-151,OPG044:149-150,OPG050:73-76,OPG054:145-440,OPG056:354-636,OPG057:113-373,OPG061:50-232,OPG063:64-480,OPG074:365-666,OPG075:76-109,OPG078:57-74,OPG084:11-677,OPG087:98-221,OPG088:43-91,OPG097:267-345,OPG102:32-124,OPG102:234-334,OPG104:61-134,OPG109:117-453,OPG114:11-147,OPG115:45-234,OPG117:678-786,OPG123:571-632,OPG124:206-288,OPG126:29-151,OPG127:40-225,OPG129:12-645,OPG133:317-711,OPG134:88-293,OPG136:878-892,OPG138:7-191,OPG145:15-493,OPG148:422-427,OPG149:18-188,OPG151:3-1032,OPG154:58-111,OPG155:9-147,OPG163:88-177,OPG165:238-269,OPG172:191-197,OPG178:159-205,OPG180:244-560,OPG189:88-108,OPG190:172-318,OPG193:264-268,OPG195:45-222,OPG198:230-283,OPG208:228-358,OPG209:179-191,OPG210:431-1881	False	Buenestado-Serrano,S., Palomino-Cabrera,R., Penas-Utrilla,D., Rodriguez-Grande,J., Sola Campoy,P., Perez-Lago,L., Rodriguez-Grande,C., Herranz Martin,M., Suarez,J., Catalan,P., Munoz,P., Garcia de Viedma,D.	Microbial Genomics, Hospital General Universitario Gregorio Marañón, Madrid, Spain	Southern Europe
82	ON622718	ON622718	ON622718.1	MPXV/ES0001/HUGTiP/2022	2022-05-20	Europe	Spain			Homo sapiens	2022-05-27		Martinez-Puchol et al		IIb	hMPXV-1	B.1.8	0.9854164870771618	2187.0	600.0	1.0	good	good	good	mediocre	good	OPG025:386-631,OPG159:111-146,OPG189:9-562	False	Martinez-Puchol,S., Coello,A., Bordoy,A.E., Soler,L., Panisello,D., Gonzalez-Gomez,S., Clara,G., Paris de Leon,A., Not,A., Hernandez,A., Bofill-Mas,S., Saludes,V., Blanco,I., Martro,E., Cardona,P.-J.	Microbiology, Hospital Universitari Germans Trias i Pujol, Spain	Southern Europe
83	ON838940	ON838940	ON838940.1	4061	2022-05-20	Europe	Spain	Madrid		Homo sapiens	2022-06-24	SRR19793483, SRR19793482	de la Hoz-Sanchez et al		IIb	hMPXV-1	B.1	0.9993002347763034	138.0	604.0	0.0	good	good	good	good	good		False	de la Hoz-Sanchez,B., Lopez-Ortiz,M., Gutierrez-Arroyo,A., Roces-Alvarez,P., Lazaro-Peona,F., Dahdouh,E., Bloise,I., Garcia-Rodriguez,J., Mingorance,J.		Southern Europe
84	ON745225	ON745225	ON745225.1	MpxV/Spain/MD-HGUGM-66649483/2022	2022-05-27	Europe	Spain			Homo sapiens	2022-06-13		Buenestado-Serrano et al		IIb	hMPXV-1	B.1	0.991029821154207	1769.0	597.0	0.0	good	good	good	good	good		False	Buenestado-Serrano,S., Palomino-Cabrera,R., Penas-Utrilla,D., Rodriguez-Grande,J., Sola Campoy,P., Perez-Lago,L., Rodriguez-Grande,C., Herranz Martin,M., Suarez,J., Catalan,P., Munoz,P., Garcia de Viedma,D.		Southern Europe
85	ON782054	ON782054	ON782054.1	MPXV/Spain/HUNSC_ITER_0001a/2022	2022-05-31	Europe	Spain			Homo sapiens	2022-06-16		Alcoba-Florez et al		IIb	hMPXV-1	B.1.3	0.9672834404109346	64.0	579.0	0.0	good	good	good	good	good		False	Alcoba-Florez,J., Munoz-Barrera,A., Ciuffreda,L., Rodriguez-Perez,H., Rubio-Rodriguez,L.A., Gil-Campesino,H., Garcia-Martinez de Artola,D., Inigo-Campos,A., Diez-Gil,O., Gonzalez-Montelongo,R., Valenzuela-Fernandez,A., Lorenzo-Salazar,J.M., Flores,C.		Southern Europe
86	ON720848	ON720848	ON720848.1	MpxV/Spain/MD-HGUGM-6513479/2022	2022-05-27	Europe	Spain			Homo sapiens	2022-06-09		Buenestado-Serrano et al		IIb	hMPXV-1	B.1.10	0.960818218235476	7669.0	578.0	58.0	mediocre	bad	good	bad	good	NBT03_gp052:9-130,NBT03_gp174:175-177,NBT03_gp175:156-438,OPG019:49-143,OPG021:94-243,OPG022:122-127,OPG023:261-383,OPG023:574-661,OPG036:136-178,OPG037:156-443,OPG040:269-376,OPG042:34-416,OPG043:54-277,OPG044:149-150,OPG054:18-440,OPG055:266-355,OPG056:354-379,OPG057:113-373,OPG061:50-232,OPG063:2-82,OPG063:98-163,OPG063:188-226,OPG063:235-393,OPG064:389-738,OPG066:224-260,OPG068:158-543,OPG070:145-274,OPG071:559-903,OPG074:20-523,OPG075:76-109,OPG078:57-74,OPG080:93-765,OPG082:313-383,OPG083:366-424,OPG084:3-270,OPG084:415-677,OPG085:19-457,OPG085:566-592,OPG087:15-67,OPG087:98-176,OPG088:34-125,OPG090:25-64,OPG096:82-93,OPG097:243-345,OPG098:120-252,OPG099:47-129,OPG100:19-153,OPG101:56-178,OPG102:32-334,OPG104:25-134,OPG105:208-779,OPG105:1190-1287,OPG109:117-206,OPG109:454-796,OPG111:128-315,OPG112:41-147,OPG113:837-846,OPG114:144-147,OPG115:45-234,OPG116:72-219,OPG117:435-462,OPG117:478-549,OPG118:79-638,OPG119:160-162,OPG120:79-305,OPG122:4-249,OPG123:267-569,OPG124:206-288,OPG125:356-552,OPG127:79-225,OPG133:193-394,OPG133:424-435,OPG133:494-584,OPG133:595-711,OPG134:18-248,OPG136:476-892,OPG137:75-319,OPG138:7-191,OPG139:35-71,OPG140:69-91,OPG142:49-95,OPG145:26-152,OPG145:257-267,OPG145:436-493,OPG148:158-193,OPG148:233-420,OPG149:18-188,OPG151:1034-1165,OPG153:298-510,OPG154:58-111,OPG160:89-301,OPG164:91-229,OPG165:238-269,OPG170:219-222,OPG172:191-197,OPG175:95-126,OPG176:178-241,OPG178:13-205,OPG180:223-274,OPG181:151-335,OPG189:55-207,OPG190:113-318,OPG192:4-183,OPG193:104-262,OPG198:230-283,OPG200:7-150,OPG208:95-358,OPG209:129-191,OPG210:727-1881	False	Buenestado-Serrano,S., Palomino-Cabrera,R., Penas-Utrilla,D., Rodriguez-Grande,J., Sola Campoy,P., Perez-Lago,L., Rodriguez-Grande,C., Herranz Martin,M., Suarez,J., Catalan,P., Munoz,P., Garcia de Viedma,D.	Microbial Genomics, Hospital General Universitario Gregorio Marañón, Madrid, Spain	Southern Europe
87	ON782055	ON782055	ON782055.1	MPXV/Spain/HUNSC_ITER_0001b/2022	2022-05-31	Europe	Spain			Homo sapiens	2022-06-16		Alcoba-Florez et al		IIb	hMPXV-1	B.1.3	0.9990720504642284	182.0	609.0	1.0	good	good	good	good	good		False	Alcoba-Florez,J., Munoz-Barrera,A., Ciuffreda,L., Rodriguez-Perez,H., Rubio-Rodriguez,L.A., Gil-Campesino,H., Garcia-Martinez de Artola,D., Inigo-Campos,A., Diez-Gil,O., Gonzalez-Montelongo,R., Valenzuela-Fernandez,A., Lorenzo-Salazar,J.M., Flores,C.		Southern Europe
88	ON622722	ON622722	ON622722.2	MPXV_FR_HCL0001_2022	2022-05-22	Europe	France			Homo sapiens	2022-05-27		?		IIb	hMPXV-1	B.1.3	1.0	0.0	610.0	0.0	good	good	good	good	good		False		Virology, GENomique EPIdemiologique das maladies Infectieuses, France	Western Europe
89	ON755039	ON755039	ON755039.1	MPXV_IRBA22-11	2022-05-19	Europe	France			Homo sapiens	2022-06-14		Jarjaval et al		IIb	hMPXV-1	B.1	0.9923025825393365	0.0	600.0	0.0	good	good	good	good	good		False	Jarjaval,F., Nolent,F., Criqui,A., Chapus,C., Lamer,O., Ferraris,O., Gorge,O.		Western Europe
90	ON755040	ON755040	ON755040.1	MPXV_IRBA22-14	2022-05-20	Europe	France			Homo sapiens	2022-06-14		Jarjaval et al		IIb	hMPXV-1	B.1	0.9954819506209148	49.0	603.0	0.0	good	good	good	good	good		False	Jarjaval,F., Nolent,F., Criqui,A., Chapus,C., Lamer,O., Ferraris,O., Gorge,O.		Western Europe
91	ON880532	ON880532	ON880532.1	MpxV/human/CAN/UN-NML-3253/2022	2022-05-30	North America	Canada			Homo sapiens	2022-06-30		Duggan et al		IIb	hMPXV-1	B.1.4	0.9797930114751356	3985.0	591.0	0.0	good	good	good	good	good		False	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J.	National Microbiology Laboratory, Public Health Agency of Canada	North America
92	ON880511	ON880511	ON880511.1	MpxV/human/CAN/UN-NML-3214/2022	2022-05-30	North America	Canada			Homo sapiens	2022-06-30		Duggan et al		IIb	hMPXV-1	B.1.4	1.0	0.0	610.0	0.0	good	good	good	good	good		False	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Jolly,G., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Griffiths,E., Leung,A., Graham,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N.	National Microbiology Laboratory, Public Health Agency of Canada	North America
93	ON880536	ON880536	ON880536.1	MpxV/human/CAN/UN-NML-3272/2022	2022-05-31	North America	Canada			Homo sapiens	2022-06-30		Duggan et al		IIb	hMPXV-1	B.1	1.0	0.0	607.0	0.0	good	good	good	good	good		False	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J.	National Microbiology Laboratory, Public Health Agency of Canada	North America
94	ON880527	ON880527	ON880527.1	MpxV/human/CAN/UN-NML-3141/2022	2022-05-27	North America	Canada			Homo sapiens	2022-06-30		Duggan et al		IIb	hMPXV-1	B.1	0.9957608425578954	836.0	604.0	0.0	good	good	good	good	good		False	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J.	National Microbiology Laboratory, Public Health Agency of Canada	North America
95	ON880524	ON880524	ON880524.1	MpxV/human/CAN/UN-NML-3080/2022	2022-05-26	North America	Canada			Homo sapiens	2022-06-30		Duggan et al		IIb	hMPXV-1	B.1	0.9006739043349948	19588.0	549.0	0.0	mediocre	good	good	good	good		False	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J.	National Microbiology Laboratory, Public Health Agency of Canada	North America
96	OP013002	OP013002	OP013002.1	MpxV/human/CAN/UN-NML-3164/2022	2022-05-29	North America	Canada			Homo sapiens	2022-07-19		Duggan et al		IIb	hMPXV-1	B.1	0.8952887545700247	20648.0	552.0	2.0	mediocre	good	good	good	good		False	Duggan,A., Hole,D., Yadav,C., Knox,N., Chapel,M., Tyler,A., Haidl,E., Domselaar,G.V., Antonation,K., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Graham,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Jolly,G., Fafard,J., Charest,H., Levade,I.	National Microbiology Laboratory, Public Health Agency of Canada	North America
